MAV_ch1,MMAV1_ch1,MMAV2_ch1,SSI_ch1,RMS_ch1,WL_ch1,ZC_ch1,SSC_ch1,WAMP_ch1,Mean_ch1,Median_ch1,Variance_ch1,StDev_ch1,Kurtosis_ch1,Skew_ch1,HistTime_b0_ch1,HistTime_b1_ch1,HistTime_b2_ch1,HistTime_b3_ch1,HistTime_b4_ch1,HistTime_b5_ch1,HistTime_b6_ch1,HistTime_b7_ch1,HistTime_b8_ch1,MedianFreq_ch1,MeanFreq_ch1,HistFreq_b0_ch1,HistFreq_b1_ch1,HistFreq_b2_ch1,HistFreq_b3_ch1,HistFreq_b4_ch1,HistFreq_b5_ch1,HistFreq_b6_ch1,HistFreq_b7_ch1,HistFreq_b8_ch1,HistFreq_b9_ch1,MAV_ch2,MMAV1_ch2,MMAV2_ch2,SSI_ch2,RMS_ch2,WL_ch2,ZC_ch2,SSC_ch2,WAMP_ch2,Mean_ch2,Median_ch2,Variance_ch2,StDev_ch2,Kurtosis_ch2,Skew_ch2,HistTime_b0_ch2,HistTime_b1_ch2,HistTime_b2_ch2,HistTime_b3_ch2,HistTime_b4_ch2,HistTime_b5_ch2,HistTime_b6_ch2,HistTime_b7_ch2,HistTime_b8_ch2,MedianFreq_ch2,MeanFreq_ch2,HistFreq_b0_ch2,HistFreq_b1_ch2,HistFreq_b2_ch2,HistFreq_b3_ch2,HistFreq_b4_ch2,HistFreq_b5_ch2,HistFreq_b6_ch2,HistFreq_b7_ch2,HistFreq_b8_ch2,HistFreq_b9_ch2,Class
0.19703772639999778,0.19703772639999778,492.5943159999944,185.58842772716406,0.2724616873816677,436.0015339999963,470.0,1373.0,1982.0,0.1482949664,0.148703,0.05226487998328178,0.2286151350704537,14.180863583721866,-0.31216359182676096,4.0,6.0,22.0,58.0,1515.0,817.0,58.0,12.0,8.0,604.0,612.133375175631,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6337861763999998,0.6337861763999998,1584.4654409999994,1891.1804999575274,0.8697541031711268,2228.0250730000002,1185.0,1572.0,2402.0,0.1467618548,0.176677,0.7352272488582258,0.8574539339569361,3.897212967518418,-0.21156872509486876,5.0,10.0,80.0,532.0,1502.0,332.0,29.0,7.0,3.0,667.0,669.0047076102427,669.0,517.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21306462679999805,0.21306462679999805,532.6615669999951,273.11809405133226,0.33052569888063604,472.5963699999967,370.0,1364.0,1971.0,0.1467240572,0.148703,0.08775439041546972,0.2962336753569211,19.036796517206575,0.3621195663583927,10.0,21.0,47.0,1340.0,1010.0,47.0,14.0,8.0,3.0,577.0,613.8218111635973,1241.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5572270488000002,0.5572270488000002,1393.0676220000005,1344.7114789368245,0.7334061573062567,1884.8183889999973,1157.0,1552.0,2382.0,0.1514764424,0.202185,0.5151455371874488,0.7177363981208205,2.1477619060898956,-0.48004624605869506,2.0,6.0,27.0,130.0,554.0,1265.0,442.0,65.0,9.0,641.0,649.7293053303679,864.0,365.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16632584599999845,0.16632584599999845,415.81461499999614,110.63520770913615,0.21036654459218193,300.0522619999967,324.0,1339.0,1911.0,0.148794806,0.148703,0.022123038006278874,0.1487381524904719,22.947761841287477,0.7746731045431301,2.0,6.0,12.0,443.0,1981.0,43.0,8.0,3.0,2.0,613.0,600.2287099571794,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5348424792000003,0.5348424792000003,1337.1061980000006,1272.3991483246184,0.7134140868596914,1768.8091479999991,1094.0,1527.0,2381.0,0.1463129272,0.202185,0.48774728557825,0.6983890646181754,3.5609246123482814,-0.7011221266687316,2.0,0.0,14.0,69.0,401.0,1456.0,512.0,42.0,4.0,614.0,642.3388962767233,835.0,387.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1687860115999983,0.1687860115999983,421.9650289999957,119.11835173328261,0.218282708186684,290.00467399999576,266.0,1260.0,1866.0,0.1480909476,0.148703,0.025726702613291772,0.16039545695964014,77.09924819545891,0.5911658126595214,1.0,0.0,5.0,96.0,2380.0,16.0,1.0,0.0,1.0,567.0,580.0950329470725,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6330128291999998,0.6330128291999998,1582.5320729999994,1813.752464058629,0.8517634563794408,2184.5854159999926,1200.0,1547.0,2393.0,0.1466904244,0.202185,0.7042646108571488,0.8392047490673231,3.2874994291689443,-0.6724907852438727,1.0,3.0,14.0,52.0,345.0,1335.0,672.0,69.0,9.0,653.0,661.4862439288311,695.0,484.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.169890187599998,0.169890187599998,424.725468999995,118.62310645658292,0.21782847055110396,291.0757669999963,258.0,1249.0,1847.0,0.1470198876,0.148703,0.025844733125966152,0.16076297187463956,35.83216602907477,-1.736425459473551,2.0,4.0,11.0,23.0,2173.0,273.0,11.0,2.0,1.0,615.0,603.7051302547421,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7325267183999986,0.7325267183999986,1831.3167959999967,2508.587825332371,1.0017160925796031,2516.823785999999,1171.0,1538.0,2407.0,0.1483127208,0.176677,0.9818311994616299,0.9908739574040837,4.6755546903525,-0.5236415089669788,1.0,3.0,9.0,72.0,656.0,1542.0,196.0,18.0,3.0,671.0,665.3582914525709,572.0,535.0,133.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.18214428039999783,0.18214428039999783,455.3607009999946,149.99961036484166,0.24494865614233663,353.5292879999964,356.0,1291.0,1864.0,0.1482031508,0.148703,0.03805089059512691,0.19506637484488942,30.006117026109514,-0.39421050303983857,1.0,2.0,8.0,37.0,1786.0,637.0,23.0,3.0,3.0,631.0,623.8823733217522,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.645544649599998,0.645544649599998,1613.8616239999951,1910.084439935711,0.8740902561945674,2300.569117999999,1260.0,1591.0,2409.0,0.1498023704,0.202185,0.7418897817095162,0.8613302396349012,4.699376149163085,-0.6883922321813029,3.0,1.0,9.0,59.0,414.0,1492.0,483.0,33.0,6.0,677.0,670.5381795790325,690.0,487.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.18306374679999746,0.18306374679999746,457.65936699999367,177.05199215372969,0.266121770739434,362.3273439999973,278.0,1290.0,1870.0,0.1489069972,0.148703,0.04866696983430451,0.2206059152296341,44.127030521801416,-1.3976330220654594,2.0,3.0,2.0,14.0,77.0,2328.0,57.0,11.0,6.0,642.0,638.7345099428217,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5906351755999987,0.5906351755999987,1476.5879389999966,1569.3366866064785,0.7922970873621784,2021.8460369999955,1191.0,1509.0,2402.0,0.1462414988,0.202185,0.6065907349653129,0.7788393511920882,4.109105614084784,-0.6710599641811408,2.0,2.0,7.0,79.0,547.0,1528.0,309.0,23.0,3.0,653.0,658.1163761542841,739.0,464.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1715735539999983,0.1715735539999983,428.9338849999957,138.52976941309666,0.23539734018301622,300.9704409999961,246.0,1296.0,1846.0,0.147111678,0.148703,0.03378357539141889,0.18380308863405664,44.2065302366939,0.7550257758247029,6.0,4.0,27.0,2111.0,327.0,15.0,7.0,2.0,1.0,601.0,615.6301374249628,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5429533952000001,0.5429533952000001,1357.3834880000002,1367.0669469583754,0.7394773686755736,1828.8799009999975,1168.0,1522.0,2390.0,0.1514859,0.176677,0.5240884362590504,0.7239395252775265,3.768946384920123,-0.5308388166567463,1.0,8.0,31.0,185.0,1244.0,934.0,89.0,7.0,1.0,622.0,638.7003970406475,864.0,361.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16928156999999802,0.16928156999999802,423.203924999995,124.02885446046668,0.22273648507639396,294.3654589999969,240.0,1230.0,1858.0,0.1478563196,0.148703,0.027761155000528868,0.1666167908721353,44.1717292497094,-1.1190411752687641,2.0,1.0,3.0,12.0,355.0,2089.0,25.0,11.0,2.0,598.0,616.3707111877948,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6283766591999969,0.6283766591999969,1570.941647999992,1907.6583224929293,0.8735349615196702,2080.182194999992,1124.0,1462.0,2390.0,0.149098348,0.227693,0.7411294634062141,0.8608887636659072,6.416444290822385,-1.110261686242419,1.0,3.0,3.0,25.0,161.0,1015.0,1203.0,75.0,14.0,620.0,641.0514909293382,693.0,489.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1792458003999979,0.1792458003999979,448.11450099999473,132.31789025324483,0.23005902742839268,345.7257759999963,294.0,1311.0,1936.0,0.1498250572,0.148703,0.030491805058337266,0.17461902833980397,18.073307742845085,-0.21887480603906156,2.0,6.0,18.0,89.0,2206.0,151.0,21.0,5.0,2.0,616.0,623.0172552009874,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6135331443999981,0.6135331443999981,1533.832860999995,1815.8973248913749,0.8522669358578625,2128.1112679999947,1185.0,1564.0,2402.0,0.1483951156,0.227693,0.7046196674896165,0.8394162659191305,7.107404657059204,-0.9860748397702818,1.0,2.0,3.0,24.0,179.0,1295.0,943.0,45.0,8.0,666.0,670.280541331156,703.0,482.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.18014841039999768,0.18014841039999768,450.3710259999942,139.44306588744357,0.23617202703744877,352.5091969999977,330.0,1249.0,1899.0,0.149427244,0.148703,0.03346210994952108,0.1829265151625676,20.69053951852055,0.4683692420049006,1.0,5.0,19.0,205.0,2166.0,88.0,11.0,4.0,1.0,570.0,592.0231964194905,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6840658651999992,0.6840658651999992,1710.164662999998,2180.6085819303935,0.9339397372272782,2495.907476000003,1252.0,1616.0,2425.0,0.14513954839999998,0.202185,0.8515185516830761,0.922777628512458,3.459657993310418,-0.47550019914525743,3.0,9.0,39.0,259.0,1375.0,727.0,77.0,10.0,1.0,690.0,685.2716102951839,626.0,492.0,122.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2215803651999966,0.2215803651999966,553.9509129999915,366.1092824428651,0.38267964797875786,510.7213369999965,446.0,1261.0,1979.0,0.1466934652,0.148703,0.12497473013681552,0.353517651803719,44.665727928833775,0.17684147503504374,4.0,3.0,11.0,146.0,2291.0,34.0,8.0,1.0,2.0,571.0,591.3635492758408,1209.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6031900683999981,0.6031900683999981,1507.9751709999953,1779.7557883754248,0.8437430386973097,2143.0333029999974,1222.0,1603.0,2395.0,0.1479250204,0.202185,0.6902966223387714,0.8308409127737821,4.780718918084983,-0.6216068998860879,5.0,9.0,46.0,231.0,1396.0,726.0,75.0,10.0,2.0,678.0,676.7792642151582,707.0,481.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1651006691999983,0.1651006691999983,412.7516729999958,99.4715741250757,0.19947087418976805,237.1142709999977,264.0,1109.0,1845.0,0.14879479,0.148703,0.017655802439861847,0.13287513853186325,18.331231328409984,-0.8183209821253175,1.0,4.0,3.0,10.0,264.0,2055.0,153.0,4.0,6.0,416.0,488.98345503174494,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6618647463999993,0.6618647463999993,1654.661865999998,2645.5124693739754,1.0286909097243886,2301.3854359999964,1117.0,1549.0,2364.0,0.148363744,0.202185,1.036607830348012,1.0181393963244973,10.484900571628271,-0.5346005666620501,2.0,3.0,15.0,68.0,752.0,1571.0,71.0,13.0,5.0,691.0,685.0943155942899,584.0,503.0,145.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16666543479999868,0.16666543479999868,416.6635869999967,98.85980357997109,0.19885653479830234,265.62505399999765,376.0,1129.0,1885.0,0.1473360996,0.148703,0.017843132439623127,0.1335781884875788,3.483153262081073,-0.30553247462182415,2.0,3.0,16.0,141.0,1018.0,1091.0,206.0,18.0,5.0,427.0,505.86939858827355,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.791614594399998,0.791614594399998,1979.036485999995,2962.6437793240034,1.0886034685456414,2730.4512049999958,1182.0,1575.0,2417.0,0.14478243359999998,0.253201,1.1645613832037327,1.0791484528107023,3.8527866411554603,-0.7788657011985199,5.0,18.0,58.0,253.0,1159.0,883.0,113.0,8.0,3.0,650.0,655.309597574564,530.0,518.0,171.0,26.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1714291419999987,0.1714291419999987,428.57285499999676,108.47574148366341,0.20830337633717164,283.70573799999727,378.0,1135.0,1920.0,0.1485091748,0.148703,0.02134385913734318,0.14609537685136784,6.498013382874873,-0.2740205271839904,4.0,1.0,20.0,138.0,1234.0,983.0,101.0,12.0,7.0,439.0,501.1678069334747,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6381535223999998,0.6381535223999998,1595.3838059999994,2266.6661120026974,0.9521903406363031,2216.4738649999936,1160.0,1570.0,2412.0,0.143762888,0.202185,0.8863532181222203,0.9414633387032234,15.410080552386184,-1.3556170420556681,2.0,1.0,2.0,25.0,199.0,1949.0,302.0,17.0,3.0,677.0,671.4169750722912,593.0,531.0,116.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16747905199999863,0.16747905199999863,418.6976299999966,107.02703325661655,0.20690774104089635,251.98170699999756,306.0,1138.0,1861.0,0.147682924,0.148703,0.021008970849796544,0.14494471652942906,23.161562107890166,0.0449652362766833,3.0,2.0,16.0,418.0,1996.0,56.0,4.0,3.0,2.0,407.0,483.77412656577667,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6233557143999983,0.6233557143999983,1558.3892859999958,2019.9165767794625,0.8988696405551725,2105.587929999995,1164.0,1539.0,2409.0,0.1523028824,0.227693,0.7850844965230538,0.8860499401969698,8.506686875098186,-0.4962092481098217,5.0,14.0,52.0,499.0,1744.0,170.0,7.0,7.0,2.0,645.0,654.645845022385,696.0,489.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.17440570119999835,0.17440570119999835,436.01425299999585,116.11101774279823,0.21550964502109712,272.8420309999975,304.0,1193.0,1893.0,0.14876419,0.148703,0.02432335221164736,0.15595945694842414,14.306033985688583,-0.19516379712718063,2.0,5.0,20.0,209.0,2001.0,244.0,11.0,6.0,2.0,401.0,478.55639717326557,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5699742695999988,0.5699742695999988,1424.9356739999969,1687.9137239906406,0.8216845438465155,1970.3676239999909,1160.0,1550.0,2371.0,0.1525273664,0.202185,0.6521617567980642,0.8075653266442686,11.508981934230404,-0.45163171232433225,4.0,9.0,81.0,1282.0,1091.0,28.0,3.0,1.0,1.0,671.0,672.0234130646489,775.0,427.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1747006483999989,0.1747006483999989,436.7516209999973,119.26547555872597,0.21841746776183077,320.4280629999975,426.0,1166.0,1934.0,0.1475401076,0.148703,0.025948486267377373,0.1610853384618767,15.577302663370748,-0.4730479750386446,1.0,1.0,6.0,19.0,496.0,1882.0,84.0,6.0,5.0,571.0,583.8613010009651,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.569232335599998,0.569232335599998,1423.080838999995,1589.9572566912173,0.7974853620452772,2000.5980049999953,1217.0,1576.0,2393.0,0.14952990759999998,0.202185,0.6138692571124752,0.7834980900503046,5.79315319471158,-0.8245759663060467,1.0,3.0,9.0,38.0,231.0,1489.0,676.0,43.0,10.0,646.0,663.7946679185739,784.0,427.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16220328079999835,0.16220328079999835,405.5082019999959,91.47809955377392,0.19128836823369466,234.76813699999764,266.0,1146.0,1843.0,0.1488661992,0.148703,0.014435868904817446,0.1201493608173487,12.754821633058052,-0.560614780502574,1.0,0.0,5.0,13.0,163.0,2041.0,259.0,15.0,3.0,444.0,501.5802933710184,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5982646579999982,0.5982646579999982,1495.6616449999954,1853.0573875023501,0.8609430614163401,1987.5380149999958,1130.0,1486.0,2380.0,0.1459864324,0.202185,0.7201989961545304,0.848645388931402,10.412145696664085,-0.8069846351664939,1.0,2.0,6.0,77.0,1190.0,1191.0,28.0,4.0,1.0,650.0,652.5755916308707,683.0,482.0,80.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16760124719999805,0.16760124719999805,419.00311799999514,128.39433526837576,0.22662244837471487,257.1330639999966,224.0,1100.0,1775.0,0.1494068344,0.148703,0.02904695072220946,0.17043165997610146,71.83941667783026,0.6154911531557815,1.0,1.0,5.0,22.0,2424.0,35.0,6.0,5.0,1.0,560.0,562.3334342231182,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5077493563999992,0.5077493563999992,1269.373390999998,1166.0524310637586,0.6829501976172958,1747.8417759999918,1161.0,1550.0,2388.0,0.14444576039999998,0.176677,0.445734688603414,0.6676336484955009,3.3944724537488566,-0.7074190423713378,2.0,8.0,15.0,93.0,366.0,1303.0,620.0,78.0,15.0,650.0,658.4778248943434,881.0,351.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
